RA,DEC,PMRA,PMRA Error,PMDEC,PMDEC Error,Parallax,Parallax Error,Name,Spec,W1-mag,W1-mag Error,W2-mag,W2-mag Error
121.75103271760355,41.507402388441946,-11.2,2.7,-350.6,3.1,51.1,3.8,WISE J080700.23+413026.8  ,L8pec       ,13.481,0.025,13.092,0.028
122.49527511320811,44.572062203670676,-181.8,2.7,-203.4,2.5,42.4,3.6,SDSS J080959.01+443422.2  ,L5.4 (INT-G),13.363,0.025,12.82,0.027
123.0845152967562,40.35173649131195,255.3,1.2,17.8,1.2,33.5,2.0,WISE J081220.04+402106.2  ,T8          ,17.796,0.224,15.274,0.094
124.99146509626235,-3.5912332205428834,-198.7,2.6,-166.5,2.2,71.7,3.3,WISEPA J081958.05-033529.0,T4          ,14.352,0.029,13.076,0.03
125.12440133535776,45.007664466078026,-116.8,3.0,-316.4,2.1,30.9,3.6,2MASSW J0820299+450031    ,L4.5::      ,13.541,0.024,13.226,0.029
125.3818511077451,14.721987682822032,-36.0,2.7,-279.2,2.8,43.7,3.9,WISEPA J082131.63+144319.3,T5.5        ,16.429,0.08,14.458,0.055
125.9503029442029,24.482894331599248,-160.5,3.6,43.5,2.5,42.3,3.6,2MASS J08234818+2428577   ,L1.5        ,12.812,0.023,12.501,0.025
127.27736904686188,14.938770936944955,-58.8,3.0,-246.3,3.0,38.4,3.3,2MASSW J0829066+145622    ,L1.0        ,12.811,0.024,12.588,0.027
127.56479683826898,-11.186055181555744,31.2,3.6,-1.9,2.2,42.9,3.7,PSO J127.5648-11.1861     ,T3          ,15.221,0.035,14.019,0.039
128.01849993374043,-1.4765890311733436,57.5,5.4,0.5,5.6,42.8,3.7,2MASSW J0832045-012835    ,L1:         ,12.421,0.023,12.18,0.023
128.99262521430006,5.80853952789094,-120.5,2.6,-21.1,3.2,23.9,2.1,2MASS J08355829+0548308   ,L1.7        ,12.701,0.023,12.422,0.024
129.32166850210808,-0.005555245687107635,-30.5,1.8,-175.7,1.8,29.8,2.7,SDSSp J083717.22-000018.3 ,T1          ,15.331,0.04,14.676,0.059
130.72741721341893,-6.173193608753951,-357.8,2.2,-54.4,2.0,38.3,2.8,PSO J130.7271-06.1732     ,T4.5        ,15.444,0.041,14.086,0.041
133.1451878454268,47.341977126492246,-50.6,2.0,-396.5,1.8,42.2,3.4,SDSS J085234.90+472035.0  ,L9.5:       ,13.778,0.026,13.207,0.028
133.80131000670343,-2.5657134411719626,-150.7,2.4,93.7,2.3,20.8,3.1,PSO J133.8016-02.5658     ,T0pec       ,14.177,0.028,13.599,0.033
134.31691034473627,56.06876979542743,-704.1,3.1,-241.6,3.0,76.3,2.4,WISEPA J085716.25+560407.6,T8          ,17.12,0.103,14.095,0.04
134.49115834140252,57.14645385403773,-396.9,2.3,-380.2,3.0,71.3,1.8,SDSSp J085758.45+570851.4 ,L8:         ,12.024,0.024,11.439,0.021
134.79303308476617,10.170797655423973,-369.3,2.8,-612.3,3.0,48.6,2.0,ULAS J085910.69+101017.1  ,T7          ,17.751,0.232,15.158,0.084
135.78433416794292,16.993238695493062,30.3,7.4,-29.8,8.5,19.2,4.6,PSO J135.7840+16.9932     ,T0pec       ,14.526,0.033,14.013,0.043
136.44410036655032,56.386966576430716,13.2,2.3,101.8,4.4,38.9,3.5,2MASS J09054654+5623117   ,L6          ,13.014,0.024,12.685,0.024
136.53661982006733,-14.326733783821757,-240.8,2.8,96.0,3.3,37.4,4.1,PSO J136.5380-14.3267     ,T3.5        ,15.604,0.049,14.513,0.051
137.15628800838874,50.53423415418695,-423.6,3.4,-467.5,2.9,95.2,4.0,2MASSI J0908380+503208    ,L9:         ,12.098,0.023,11.651,0.023
138.89141217591495,4.368021478861096,-116.4,4.5,27.7,2.8,59.9,3.2,2MASS J09153413+0422045   ,            ,12.079,0.024,11.711,0.022
140.229846209424,45.64881496975356,-82.2,4.1,-852.6,2.4,79.4,3.9,WISE J092055.40+453856.3  ,L9.5        ,13.084,0.023,12.439,0.023
140.31055336415773,-21.08174576539928,244.9,4.4,-918.4,4.0,75.0,4.6,2MASS J09211410-2104446   ,L4:         ,11.238,0.022,10.947,0.021
147.28539655443547,-15.763404652944526,-105.6,4.0,9.5,5.3,32.9,4.0,2MASS J09490860-1545485   ,T2          ,14.945,0.031,14.023,0.041
148.62445587315182,6.385904877902034,-513.4,3.0,-429.5,3.2,40.9,3.2,ULAS J095429.90+062309.6  ,T5          ,16.474,0.081,14.62,0.059
149.0343039661438,-14.785646711340233,74.0,4.7,-150.2,4.3,65.4,3.4,PSO J149.0341-14.7857     ,L9          ,13.555,0.025,12.769,0.025
149.19073811988363,-19.172842910340197,-112.3,3.8,34.2,2.9,35.0,4.8,PSO J149.1907-19.1730     ,L5pec       ,13.333,0.024,12.924,0.027
149.88679226168688,45.391492666405675,-105.0,2.6,-138.2,3.1,30.2,2.8,2MASS J09593276+4523309   ,L3 {gamma}  ,12.874,0.024,12.389,0.024
151.7986049136017,19.51563097815452,-263.2,1.7,-19.4,1.6,45.6,2.0,SDSS J100711.74+193056.2  ,L8:         ,14.131,0.027,13.514,0.036
152.55985208907362,-4.113841505256731,-324.2,3.7,-17.8,1.9,55.0,4.0,2MASSI J1010148-040649    ,L6          ,12.907,0.024,12.54,0.026
153.1800338859256,10.34993919044083,-405.7,1.9,-545.9,1.9,59.7,1.8,ULAS J101243.54+102101.7  ,T5.5        ,16.319,0.073,14.18,0.047
157.34229719963162,16.446622751581526,357.8,4.0,-367.5,4.5,57.5,4.3,2MASSI J1029216+162652    ,L2.8        ,12.072,0.023,11.8,0.023
157.41779881145538,9.58738488548662,-419.3,2.0,-142.5,1.8,68.6,1.7,ULAS J102940.52+093514.6  ,T8          ,16.78,0.117,14.376,0.074
157.61200750848647,2.2186428217036602,60.7,4.2,38.5,2.5,19.5,2.8,SDSS J103026.78+021306.4  ,L9.5:       ,14.979,0.035,14.523,0.057
159.24011063804429,-26.388480697804976,-48.2,2.8,-8.1,3.7,15.7,3.0,PSO J159.2399-26.3885     ,T1.5        ,14.718,0.031,14.002,0.038
159.78188713052768,-16.000757967029507,-197.4,2.2,-120.4,2.3,45.3,2.0,WISE J103907.73-160002.9  ,T7.5        ,16.477,0.073,14.176,0.045
159.88141072059088,32.94017858766889,-40.9,2.9,-149.9,2.4,30.0,3.3,SDSS J103931.35+325625.5  ,T1          ,14.325,0.029,13.501,0.032
160.041020592578,-21.328012616254693,-256.3,4.7,-44.8,3.6,33.4,4.7,PSO J160.0416-21.3281     ,T2pec       ,14.987,0.034,14.182,0.043
160.7809031072133,22.423205427475047,-131.7,2.9,-11.9,3.5,52.4,2.9,2MASS J10430758+2225236   ,L9:         ,13.083,0.024,12.398,0.024
160.89627270050218,12.220040383690264,13.6,3.5,-253.9,3.2,59.9,3.1,SDSS J104335.08+121314.1  ,L9          ,13.473,0.026,12.889,0.029
161.03901357490406,4.4940827922139235,-38.6,3.3,94.0,3.1,30.8,3.1,SDSS J104409.43+042937.6  ,L7          ,13.595,0.026,13.117,0.03
162.17782536272694,1.1988489703386243,-447.8,3.2,-233.6,2.4,67.7,3.4,SDSS J104842.84+011158.5  ,L4          ,11.274,0.023,11.037,0.021
162.69938176929176,50.934952390571894,-437.8,2.0,-64.5,2.2,45.3,2.2,WISE J105047.90+505606.2  ,T8          ,17.941,0.227,14.858,0.06
162.82771528980268,56.218058195529615,-229.2,3.6,-316.7,4.3,69.5,3.6,2MASS J10511900+5613086   ,L0.8        ,11.525,0.023,11.267,0.022
163.2414153325192,-19.714001160528174,318.0,2.2,-314.9,2.0,67.8,2.2,WISE J105257.95-194250.2  ,T7.5        ,16.585,0.084,14.111,0.044
164.9652242913484,30.699700310732066,-233.1,2.4,-540.2,2.7,38.6,3.0,2MASS J10595185+3042059   ,T4          ,15.682,0.045,14.286,0.045
165.03954412643108,49.96262707027747,-149.3,3.9,-135.2,4.1,31.7,3.9,2MASS J11000965+4957470   ,L3          ,12.97,0.024,12.622,0.023
166.00550272061415,19.98980179592097,53.8,4.1,118.6,3.3,50.8,4.8,2MASSI J1104012+195921    ,L5.5        ,12.345,0.023,12.084,0.023
170.72800285062846,25.839401260985223,-1011.9,3.0,-323.8,3.5,62.9,2.8,WISEPC J112254.73+255021.5,T6          ,16.087,0.061,14.096,0.044
176.84978160527385,-20.672581299296628,-118.2,1.9,-70.7,2.9,26.7,2.0,WISEA J114724.10-204021.3 ,L7: red     ,13.718,0.026,13.09,0.03
178.4157736105512,50.53606324762189,80.1,3.4,23.5,4.1,25.5,2.9,2MASS J11533966+5032092   ,L0.3        ,12.499,0.023,12.262,0.023
178.97326773912968,5.999228318825267,-457.8,2.9,-69.3,3.3,46.5,3.9,SDSS J115553.86+055957.5  ,L6.8 (FLD-G),13.307,0.025,12.874,0.029
179.25247324180154,6.184438311422368,106.8,1.6,-128.1,1.6,27.3,1.7,SDSS J115700.50+061105.2  ,T1.5        ,15.402,0.044,14.503,0.059
179.91047450089894,0.9574462085077384,17.3,5.8,-9.3,5.7,35.2,3.7,DENIS-P J1159+0057        ,L0.4        ,12.38,0.024,12.051,0.022
180.14641250857971,-28.615960300878847,-561.7,3.8,-36.9,4.1,40.7,5.4,PSO J180.1475-28.6160     ,T0          ,14.244,0.027,13.598,0.034
180.98856541237492,0.2630888362624918,-1224.2,3.5,-288.4,3.4,66.4,3.5,SDSSp J120358.19+001550.3 ,L5.0        ,11.9,0.024,11.645,0.022
181.12684486423825,32.216476853865494,69.4,4.2,-24.2,4.7,40.2,3.1,2MASSI J1204303+321259    ,M9          ,12.213,0.023,11.981,0.023
181.51067615166843,28.22454962776979,53.7,2.4,-74.7,2.9,34.0,2.4,SDSS J120602.51+281328.7  ,T3          ,15.207,0.036,13.998,0.04
181.94409633947043,2.740672093096978,-501.5,4.5,126.6,3.3,44.8,3.6,SDSS J120747.17+024424.8  ,T0          ,13.428,0.025,12.792,0.027
184.96386120668973,31.48042552047865,-253.4,3.1,-19.4,2.6,52.0,3.8,SDSS J121951.45+312849.4  ,L8          ,13.55,0.024,12.934,0.026
185.36481746964233,2.9554124083695985,-144.1,3.0,-43.4,3.5,52.9,3.6,2MASS J12212770+0257198   ,M9.7 (FLD-G),11.646,0.022,11.367,0.022
186.49495450962058,-10.2292390195105,-158.8,2.6,-335.0,2.2,41.1,2.9,WISE J122558.86-101345.0  ,T6          ,16.197,0.065,13.993,0.042
187.8389608083832,49.989803532895266,-49.4,3.9,-35.2,4.9,28.3,3.1,2MASS J12312141+4959234   ,L3.4        ,12.602,0.023,12.291,0.024
188.07526106124666,-9.864295595528114,-182.5,2.8,-122.8,2.6,34.5,4.5,2MASS J12321827-0951502   ,M9.5        ,12.233,0.023,11.947,0.022
191.6958233713108,40.45389880968783,137.2,3.7,-112.7,3.0,48.4,5.1,2MASSW J1246467+402715    ,L4.0        ,12.577,0.023,12.207,0.023
192.54821012548433,39.429884867397895,-42.4,3.4,-830.5,2.6,42.8,3.2,SDSS J125011.65+392553.9  ,T4          ,15.915,0.049,14.597,0.051
192.5663880445156,26.479576961482056,-484.4,3.4,-557.3,2.5,57.5,3.7,WISE J125015.56+262846.9  ,T6          ,16.412,0.071,14.587,0.053
193.70208826596092,-7.4746010516355925,1.3,2.7,-133.7,3.0,41.1,2.7,WISE J125448.52-072828.4  ,T7          ,16.776,0.103,14.847,0.076
194.23523069865715,1.7711308604792826,-210.9,4.8,-40.4,3.4,28.1,4.9,2MASS J12565688+0146163   ,L1.6        ,12.341,0.024,12.043,0.023
194.3170687266784,40.14834408117526,294.9,1.7,168.0,1.4,57.0,1.8,WISE J125715.90+400854.2  ,T7          ,16.672,0.079,14.431,0.045
195.17456623459105,19.20583270026017,-807.4,3.0,-1253.5,3.1,67.5,3.2,2MASSW J1300425+191235    ,L3          ,11.242,0.022,10.985,0.021
199.04157892579948,3.2015485924772555,-221.6,2.9,-19.5,3.3,29.0,2.4,ULAS J131610.13+031205.5  ,T3:         ,14.164,0.027,13.761,0.038
201.0320107330286,19.10725345926325,-114.2,2.8,-101.8,2.8,33.6,3.9,PSO J201.0320+19.1072     ,T3.5        ,15.094,0.034,13.804,0.036
201.5813474181806,-27.493680761798263,-364.8,4.7,-25.0,5.7,54.7,5.9,2MASSW J1326201-272937    ,L6.6:       ,12.867,0.024,12.346,0.024
201.62355641011914,-0.642411939496361,-233.4,5.0,-107.7,5.2,47.9,2.9,SDSSp J132629.82-003831.5 ,L7          ,13.277,0.024,12.765,0.026
202.16301439006187,-3.76601957975994,-263.7,2.7,40.0,2.5,31.7,2.4,PSO J202.1635-03.7660     ,T4.5        ,15.658,0.042,14.428,0.049
204.38017529575646,49.643742177950884,44.2,4.3,69.2,4.2,26.7,4.0,2MASS J13373116+4938367   ,M8.9        ,12.249,0.023,11.946,0.022
204.45925709190485,26.613464443548253,118.0,2.1,-282.4,2.8,40.4,2.1,WISE J133750.46+263648.6  ,T5          ,16.399,0.07,14.596,0.053
204.60787697217995,41.67505639133327,-161.0,3.2,-313.1,4.5,45.5,4.2,2MASSW J1338261+414034    ,L2.4        ,12.312,0.022,12.033,0.021
204.7075919563649,4.624755481886141,104.5,2.2,-234.1,2.2,29.2,2.9,2MASS J13384944+0437315   ,L0.0        ,12.435,0.023,12.23,0.023
205.81649393933102,39.75277762682297,-327.8,5.8,109.9,4.1,30.2,3.4,2MASSW J1343167+394508    ,L5          ,13.24,0.023,12.829,0.025
207.74913967090853,29.424092861561572,-148.8,1.5,-89.9,1.4,27.3,1.9,PSO J207.7496+29.4240     ,T0:pec      ,14.489,0.027,13.786,0.033
210.09559544739886,43.63954530978938,-239.8,3.0,0.2,3.7,40.8,3.2,SDSS J140023.12+433822.3  ,L7:         ,13.846,0.025,13.348,0.028
213.10219262629045,16.55293415465936,5.2,7.8,-112.5,9.4,29.0,5.9,2MASSW J1412244+163312    ,            ,12.184,0.023,11.925,0.021
213.87545838657988,57.407211699428586,51.1,3.3,-355.5,3.1,25.6,3.6,SDSS J141530.05+572428.7  ,T3:         ,14.853,0.03,13.993,0.033
215.37854911292465,18.460733518567743,-764.5,7.5,-150.2,8.1,34.2,6.7,2MASSW J1421314+182740    ,M8.9        ,11.567,0.023,11.296,0.02
217.12875100011203,59.39278905147743,-201.9,4.6,-124.0,5.0,44.4,5.6,2MASS J14283132+5923354   ,L4.4        ,12.655,0.024,12.413,0.022
218.29698293964174,-8.626724804062828,-295.4,3.6,-217.4,2.6,62.2,3.6,VHS J143311.46-083736.3   ,T8          ,18.914,,15.24,0.091
218.97200923464206,11.4970955749262,100.2,3.2,86.3,2.6,36.4,3.7,SDSS J143553.25+112948.6  ,T2:         ,15.321,0.036,14.249,0.042
219.00921529359667,-18.239398093950722,-70.8,2.4,-96.1,2.4,48.9,4.5,WISEPA J143602.19-181421.8,T8pec       ,16.887,0.108,14.603,0.063
222.02704725948885,-25.572477652648185,124.8,3.1,-738.5,3.0,47.7,3.4,WISE J144806.48-253420.3  ,T8          ,18.086,0.345,14.958,0.09
222.10826020444128,10.532754910742616,218.7,3.9,-124.6,3.6,74.0,4.4,2MASSW J1448256+103159    ,L4.7 (FLD-G),11.906,0.023,11.501,0.021
224.3081475575208,58.25282967862312,-488.5,5.0,-65.8,4.9,46.8,5.8,WISEPC J145715.03+581510.2,T7          ,17.355,0.096,16.852,0.207
224.3824532763915,47.4056703016846,140.0,3.0,-84.7,2.3,49.5,2.9,PSO J224.3820+47.4057     ,T7          ,16.619,0.06,14.647,0.043
226.26028221293413,-28.896053468176508,105.0,5.2,-443.2,4.0,37.4,10.6,PSO J226.2599-28.8959     ,T1.5        ,14.041,0.027,13.26,0.034
226.72344570049248,13.351690978199192,-1066.8,4.4,-14.3,3.8,84.3,4.1,2MASSW J1506544+132106    ,L4          ,11.193,0.023,10.872,0.021
228.17071737132235,34.06393681963743,233.5,3.9,-13.9,4.9,40.8,4.6,SDSS J151240.67+340350.1  ,L0.7        ,12.967,0.023,12.73,0.023
228.77583407032452,44.613377335686486,92.9,3.4,-5.4,3.3,27.8,3.8,SDSS J151506.11+443648.3  ,L7.5:       ,13.988,0.025,13.521,0.027
229.1790589017137,30.895760196470274,-82.3,3.3,8.1,2.9,48.2,2.7,SDSS J151643.01+305344.4  ,T0.5:       ,14.139,0.026,13.399,0.027
229.3380288219977,5.491505629950626,-65.6,2.6,196.5,2.6,46.1,2.1,WISE J151721.13+052929.3  ,T8          ,18.166,0.322,15.119,0.082
230.1683811310835,35.771378518147664,318.0,5.0,-385.6,5.7,57.4,4.8,SDSS J152039.82+354619.8  ,T0:         ,13.439,0.024,12.919,0.025
230.77733589009486,-23.79797754353571,-159.5,5.0,-20.8,4.0,33.8,4.4,2MASS J15230657-2347526   ,L2.5        ,12.309,0.021,11.973,0.023
231.55676407340084,20.72680437736412,-216.2,4.0,-363.0,3.6,44.1,5.3,2MASSI J1526140+204341    ,L5.5        ,13.168,0.025,12.819,0.026
233.72254505493024,12.330324709905163,166.8,3.4,-46.0,5.7,46.7,4.2,SDSS J153453.33+121949.2  ,L4:         ,12.967,0.023,12.642,0.025
235.03844033959393,37.70764239106944,-203.4,5.1,-389.0,5.7,40.8,4.7,SDSS J154009.36+374230.3  ,L9:         ,13.979,0.025,13.632,0.029
236.2467574399751,58.70126777698834,-68.5,1.9,-527.4,1.8,49.1,1.9,WISE J154459.27+584204.5  ,T7.5        ,18.063,0.168,15.006,0.049
236.56195131806336,49.53426541355903,159.2,3.3,-677.4,3.8,46.5,5.4,2MASS J15461461+4932114   ,T2.5:       ,14.538,0.026,13.515,0.027
237.24184827014003,-16.600891494485012,-212.3,4.1,-129.9,3.5,42.3,3.4,2MASS J15485834-1636018   ,L2:         ,12.284,0.025,11.994,0.023
237.53592787576284,14.92120471515132,102.3,4.5,-136.3,4.5,24.7,3.0,2MASS J15500845+1455180   ,            ,12.656,0.025,12.343,0.024
237.8371816986371,43.49170891275393,24.3,3.0,-40.6,4.6,17.3,3.9,SDSS J155120.86+432930.3  ,L3.1        ,13.009,0.023,12.679,0.022
243.93367387273324,35.981666987334926,-36.0,3.8,-537.0,4.0,46.0,3.4,2MASSW J1615441+355900    ,L3.6        ,12.345,0.023,12.033,0.021
244.27393679957402,18.120616853603863,94.2,4.5,-38.9,3.1,78.0,3.1,WISEPA J161705.75+180714.3,T8          ,16.936,0.091,14.063,0.036
244.86818026785798,0.8364105120381137,45.2,3.0,-85.2,4.2,35.7,2.8,SDSS J161928.31+005011.9  ,L1.3        ,12.737,0.024,12.453,0.025
246.103388723615,-19.619364016790644,124.5,2.4,-123.1,3.7,43.5,3.0,PSO J246.1033-19.6194     ,T2          ,14.918,0.038,13.96,0.044
246.8581128114691,32.9234795207371,-87.0,3.9,-350.9,3.6,52.1,2.2,WISEPA J162725.64+325525.5,T6          ,16.195,0.05,13.584,0.029
247.327922527153,3.593250292085345,227.0,3.1,-155.2,3.9,76.5,3.5,PSO J247.3273+03.5932     ,T2          ,13.398,0.025,12.511,0.025
247.59523683931656,8.305902517888518,-60.7,4.5,-106.6,3.6,45.1,4.7,SDSS J163022.92+081822.0  ,T5.5        ,15.979,0.054,14.401,0.049
247.62674380928007,43.73443649664973,-151.4,3.1,31.4,2.7,44.7,2.6,SDSS J163030.53+434404.0  ,L7:         ,13.832,0.024,13.226,0.025
248.15216858093459,3.4909919021474396,75.8,3.1,45.9,2.9,37.4,3.1,WISE J163236.47+032927.3  ,T5          ,15.907,0.056,14.448,0.05
249.19048275530366,-7.723684380719043,-55.0,5.0,-133.2,3.2,32.5,5.1,WISE J163645.56-074325.1  ,T4.5        ,15.932,0.062,14.678,0.064
251.34207086174445,30.068469417265735,-78.5,4.7,-68.2,4.2,36.9,3.9,2MASS J16452207+3004071   ,L3.0        ,13.046,0.024,12.723,0.024
251.81477399196098,56.53574259565919,-184.6,1.4,241.0,2.6,42.7,2.1,WISEPA J164715.59+563208.2,L9pec       ,13.612,0.024,13.093,0.024
253.29597506494116,44.739627121794896,-76.0,1.8,-398.1,2.3,75.7,1.9,WISEPA J165311.05+444423.9,T8          ,16.485,0.048,13.824,0.029
254.39264883468144,10.90627978887986,-91.8,3.5,-96.3,2.5,42.4,4.0,2MASS J16573454+1054233   ,L1.4        ,12.364,0.025,12.039,0.021
254.67725542533884,51.05969838827049,-282.3,3.8,-290.4,3.9,30.2,4.5,WISE J165842.56+510335.0  ,L6pec       ,13.19,0.023,12.809,0.023
256.94096903529845,-17.747891753475788,169.9,2.8,-9.7,3.0,79.2,3.2,WISE J170745.85-174452.5  ,T5:         ,16.132,0.074,13.646,0.039
257.9417754037907,40.48304345365194,254.8,4.4,67.2,3.5,46.5,4.3,2MASS J17114559+4028578   ,L5.0        ,10.02,0.022,9.799,0.019
258.24141464742604,6.761273382634912,-193.6,2.9,-127.0,3.1,22.2,3.6,PSO J258.2413+06.7612     ,T0pec       ,13.898,0.026,13.414,0.029
260.3938153458925,11.294342919425322,-97.1,3.5,135.8,1.6,48.4,4.2,WISE J172134.46+111739.4  ,T6          ,15.815,0.05,14.316,0.047
